Business ID,Annual Revenue,Loan Amount,GST Compliance (%),Past Defaults,Bank Transactions,Market Trend,Credit Score,financial_health,repayment_history,credit_utilization,industry_risk
12878,8900000,880000,90,0,Low Volume,2,740,75.71428571,100,9.887640449,70
12879,4200000,790000,90,0,High Volume,1,806,62.28571429,100,18.80952381,90
12880,3600000,1100000,95,0,Unstable,0,690,63.57142857,100,30.55555556,50
12881,6400000,140000,85,0,Low Volume,2,726,65.57142857,100,2.1875,70
12882,6600000,370000,50,1,Low Volume,0,565,45.14285714,80,5.606060606,50
12883,5000000,1280000,65,0,High Volume,0,789,49.57142857,100,25.6,50
12884,4200000,1170000,85,0,Unstable,1,629,59.28571429,100,27.85714286,90
12885,2800000,360000,80,0,Low Volume,1,735,52.28571429,100,12.85714286,90
12886,7200000,1010000,75,0,High Volume,0,699,61.85714286,100,14.02777778,50
12887,6500000,1300000,85,0,High Volume,2,685,65.85714286,100,20,70
12888,4400000,300000,80,0,High Volume,1,704,56.85714286,100,6.818181818,90
12889,5100000,1110000,80,0,High Volume,2,816,58.85714286,100,21.76470588,70
12890,4700000,1000000,70,0,High Volume,1,678,51.71428571,100,21.27659574,90
12891,8200000,1150000,95,0,Low Volume,1,697,76.71428571,100,14.02439024,90
12892,3700000,640000,75,0,Low Volume,2,567,51.85714286,100,17.2972973,70
12893,4200000,550000,60,0,High Volume,1,715,44.28571429,100,13.0952381,90
12894,4000000,530000,70,0,Low Volume,0,561,49.71428571,100,13.25,50
12895,5500000,40000,75,0,High Volume,0,705,57,100,0.727272727,50
12896,5100000,3480000,95,0,High Volume,2,685,67.85714286,100,68.23529412,70
12897,5300000,730000,80,0,Low Volume,1,645,59.42857143,100,13.77358491,90
12898,3800000,1880000,75,0,High Volume,1,525,52.14285714,100,49.47368421,90
12899,7800000,300000,60,0,High Volume,1,597,54.57142857,100,3.846153846,90
12900,4400000,850000,90,0,Low Volume,2,585,62.85714286,100,19.31818182,70
12901,7100000,250000,70,0,Low Volume,1,587,58.57142857,100,3.521126761,90
12902,12800000,370000,80,0,Unstable,2,707,80.85714286,100,2.890625,70
12903,3800000,960000,100,0,Low Volume,2,850,67.14285714,100,25.26315789,70
12904,5500000,470000,90,2,High Volume,0,543,66,60,8.545454545,50
12905,4800000,840000,55,1,Low Volume,0,493,43,80,17.5,50
12906,9200000,1310000,55,0,Low Volume,2,573,55.57142857,100,14.23913043,70
12907,4600000,880000,80,0,Low Volume,2,740,57.42857143,100,19.13043478,70
12908,5400000,550000,60,0,High Volume,1,724,47.71428571,100,10.18518519,90
12909,5400000,1160000,90,0,Low Volume,1,699,65.71428571,100,21.48148148,90
12910,4900000,2310000,80,0,Low Volume,0,481,58.28571429,100,47.14285714,50
12911,6300000,930000,80,0,High Volume,2,600,62.28571429,100,14.76190476,70
12912,5100000,1490000,70,0,Low Volume,1,669,52.85714286,100,29.21568627,90
12913,5800000,660000,100,0,Low Volume,2,730,72.85714286,100,11.37931034,70
12914,5300000,1730000,100,0,Low Volume,0,657,71.42857143,100,32.64150943,50
12915,4200000,1100000,75,0,Low Volume,1,726,53.28571429,100,26.19047619,90
12916,4600000,2100000,85,0,High Volume,1,570,60.42857143,100,45.65217391,90
12917,5900000,810000,80,0,Low Volume,0,671,61.14285714,100,13.72881356,50
12918,5900000,1000000,75,0,Low Volume,2,677,58.14285714,100,16.94915254,70
12919,7300000,680000,70,0,Unstable,2,511,59.14285714,100,9.315068493,70
12920,8700000,2070000,65,0,Unstable,1,554,60.14285714,100,23.79310345,90
12921,4300000,1260000,65,0,Unstable,0,607,47.57142857,100,29.30232558,50
12922,5200000,2120000,85,0,Unstable,0,456,62.14285714,100,40.76923077,50
12923,4700000,340000,70,0,High Volume,2,850,51.71428571,100,7.234042553,70
12924,3600000,1610000,50,1,High Volume,1,624,36.57142857,80,44.72222222,90
12925,5900000,870000,85,0,High Volume,2,699,64.14285714,100,14.74576271,70
12926,6300000,1430000,80,0,High Volume,1,689,62.28571429,100,22.6984127,90
12927,3600000,530000,100,0,High Volume,1,827,66.57142857,100,14.72222222,90
12928,4500000,1160000,85,0,Low Volume,1,641,60.14285714,100,25.77777778,90
12929,4300000,2170000,60,1,Unstable,1,469,44.57142857,80,50.46511628,90
12930,3200000,380000,50,0,High Volume,0,744,35.42857143,100,11.875,50
12931,4900000,1850000,70,0,Unstable,1,545,52.28571429,100,37.75510204,90
12932,3500000,1410000,70,0,Low Volume,2,621,48.28571429,100,40.28571429,70
12933,5200000,640000,95,0,Low Volume,1,643,68.14285714,100,12.30769231,90
12934,5400000,2450000,80,0,Low Volume,2,658,59.71428571,100,45.37037037,70
12935,5600000,1290000,95,0,High Volume,1,798,69.28571429,100,23.03571429,90
12936,5700000,2560000,60,0,Low Volume,2,762,48.57142857,100,44.9122807,70
12937,7900000,0,95,0,Low Volume,2,626,75.85714286,100,0,70
12938,3900000,2030000,90,0,Low Volume,0,468,61.42857143,100,52.05128205,50
12939,4000000,910000,50,3,Low Volume,2,411,37.71428571,40,22.75,70
12940,6100000,740000,100,0,High Volume,1,702,73.71428571,100,12.13114754,90
12941,4800000,20000,80,0,Unstable,1,647,58,100,0.416666667,90
12942,7000000,940000,85,0,Low Volume,2,734,67.28571429,100,13.42857143,70
12943,5900000,360000,65,1,High Volume,1,850,52.14285714,80,6.101694915,90
12944,8900000,1120000,100,0,Low Volume,2,677,81.71428571,100,12.58426966,70
12945,4900000,1370000,60,0,Low Volume,0,361,46.28571429,100,27.95918367,50
12946,3200000,340000,90,0,High Volume,0,657,59.42857143,100,10.625,50
12947,5500000,1620000,90,0,High Volume,0,708,66,100,29.45454545,50
12948,4900000,420000,65,0,Unstable,0,464,49.28571429,100,8.571428571,50
12949,5900000,1370000,100,0,Low Volume,2,720,73.14285714,100,23.22033898,70
12950,6100000,520000,85,1,Unstable,2,596,64.71428571,80,8.524590164,70
12951,4300000,470000,90,0,Low Volume,1,732,62.57142857,100,10.93023256,90
12952,3700000,2020000,55,0,Low Volume,0,618,39.85714286,100,54.59459459,50
12953,4800000,1040000,100,0,Low Volume,1,709,70,100,21.66666667,90
12954,2400000,560000,60,0,High Volume,2,683,39.14285714,100,23.33333333,70
12955,5100000,1140000,95,0,Low Volume,1,528,67.85714286,100,22.35294118,90
12956,4400000,4140000,65,0,Low Volume,1,477,47.85714286,100,94.09090909,90
12957,6500000,1430000,70,0,High Volume,2,636,56.85714286,100,22,70
12958,2800000,1870000,90,0,Low Volume,1,542,58.28571429,100,66.78571429,90
12959,5000000,1650000,95,0,Low Volume,2,673,67.57142857,100,33,70
12960,8000000,520000,60,0,Low Volume,2,609,55.14285714,100,6.5,70
12961,6100000,490000,95,0,Low Volume,2,657,70.71428571,100,8.032786885,70
12962,6700000,1420000,95,0,High Volume,1,836,72.42857143,100,21.19402985,90
12963,5500000,490000,65,0,High Volume,2,677,51,100,8.909090909,70
12964,3000000,900000,100,0,Low Volume,0,542,64.85714286,100,30,50
12965,5300000,1180000,60,0,Low Volume,1,579,47.42857143,100,22.26415094,90
12966,5700000,690000,70,0,Unstable,2,672,54.57142857,100,12.10526316,70
12967,3600000,1760000,85,0,High Volume,2,679,57.57142857,100,48.88888889,70
12968,4800000,650000,65,0,High Volume,0,755,49,100,13.54166667,50
12969,2100000,380000,85,0,Low Volume,2,737,53.28571429,100,18.0952381,70
12970,4500000,1750000,85,0,Low Volume,1,630,60.14285714,100,38.88888889,90
12971,4400000,830000,75,0,Unstable,0,712,53.85714286,100,18.86363636,50
12972,7600000,1300000,90,0,High Volume,0,848,72,100,17.10526316,50
12973,4200000,390000,75,1,Low Volume,2,423,53.28571429,80,9.285714286,70
12974,4600000,1650000,85,0,Low Volume,2,650,60.42857143,100,35.86956522,70
12975,4900000,1500000,95,4,Low Volume,2,419,67.28571429,20,30.6122449,70
12976,4200000,1210000,90,0,Low Volume,2,636,62.28571429,100,28.80952381,70
12977,6200000,840000,90,0,Unstable,2,556,68,100,13.5483871,70
12978,2800000,980000,65,0,Unstable,0,430,43.28571429,100,35,50
12979,7000000,1290000,90,0,Low Volume,0,752,70.28571429,100,18.42857143,50
12980,5000000,150000,65,0,Low Volume,2,525,49.57142857,100,3,70
12981,7400000,600000,60,0,High Volume,0,653,53.42857143,100,8.108108108,50
12982,2200000,1240000,80,0,Low Volume,1,495,50.57142857,100,56.36363636,90
12983,2400000,1290000,65,0,High Volume,1,760,42.14285714,100,53.75,90
12984,4600000,2180000,90,0,High Volume,2,679,63.42857143,100,47.39130435,70
12985,5800000,580000,90,0,High Volume,2,794,66.85714286,100,10,70
12986,4200000,390000,50,0,High Volume,1,676,38.28571429,100,9.285714286,90
12987,6000000,1070000,70,0,High Volume,2,647,55.42857143,100,17.83333333,70
12988,6700000,860000,60,1,Unstable,1,563,51.42857143,80,12.8358209,90
12989,6100000,740000,75,0,Low Volume,2,809,58.71428571,100,12.13114754,70
12990,5200000,3380000,85,0,Unstable,0,456,62.14285714,100,65,50
12991,5100000,2950000,75,0,Low Volume,2,353,55.85714286,100,57.84313725,70
12992,4200000,1260000,70,0,Low Volume,1,567,50.28571429,100,30,90
12993,4900000,1860000,100,0,Low Volume,0,531,70.28571429,100,37.95918367,50
12994,3700000,1340000,50,1,High Volume,2,649,36.85714286,80,36.21621622,70
12995,4000000,440000,100,0,Low Volume,0,656,67.71428571,100,11,50
12996,5800000,2190000,70,0,Unstable,2,654,54.85714286,100,37.75862069,70
12997,4400000,1280000,80,0,High Volume,0,651,56.85714286,100,29.09090909,50
12998,4000000,350000,70,0,Low Volume,0,617,49.71428571,100,8.75,50
12999,5700000,2080000,100,0,High Volume,2,728,72.57142857,100,36.49122807,70
13000,5600000,1920000,60,0,Unstable,1,727,48.28571429,100,34.28571429,90
13001,4700000,450000,80,0,High Volume,2,713,57.71428571,100,9.574468085,70
13002,4800000,520000,90,0,Low Volume,2,794,64,100,10.83333333,70
13003,5700000,770000,55,0,Unstable,2,670,45.57142857,100,13.50877193,70
13004,6700000,2880000,65,0,High Volume,1,649,54.42857143,100,42.98507463,90
13005,5300000,2030000,80,0,Low Volume,2,631,59.42857143,100,38.30188679,70
13006,3500000,750000,65,0,Low Volume,2,578,45.28571429,100,21.42857143,70
13007,4700000,1280000,70,0,Low Volume,0,730,51.71428571,100,27.23404255,50
13008,4400000,940000,75,0,Unstable,2,497,53.85714286,100,21.36363636,70
13009,3600000,1300000,90,2,Low Volume,1,505,60.57142857,60,36.11111111,90
13010,5800000,1240000,75,0,Low Volume,1,645,57.85714286,100,21.37931034,90
13011,5900000,820000,95,0,Unstable,1,556,70.14285714,100,13.89830508,90
13012,6200000,2070000,65,0,Low Volume,1,583,53,100,33.38709677,90
13013,3700000,570000,60,0,Unstable,1,702,42.85714286,100,15.40540541,90
13014,5200000,560000,100,0,Low Volume,2,770,71.14285714,100,10.76923077,70
13015,5000000,650000,70,0,High Volume,0,605,52.57142857,100,13,50
13016,5500000,2540000,60,0,Low Volume,1,697,48,100,46.18181818,90
13017,5200000,340000,55,0,Unstable,2,778,44.14285714,100,6.538461538,70
13018,5000000,200000,95,0,High Volume,2,762,67.57142857,100,4,70
13019,4800000,1730000,75,0,Unstable,0,695,55,100,36.04166667,50
13020,7000000,1850000,75,0,High Volume,0,739,61.28571429,100,26.42857143,50
13021,3900000,0,80,0,Low Volume,1,665,55.42857143,100,0,90
13022,4700000,600000,95,0,Low Volume,1,735,66.71428571,100,12.76595745,90
13023,6900000,80000,75,0,Low Volume,1,751,61,100,1.15942029,90
13024,3900000,830000,100,0,High Volume,2,644,67.42857143,100,21.28205128,70
13025,4000000,0,80,0,Unstable,2,359,55.71428571,100,0,70
13026,6200000,800000,95,0,Low Volume,1,640,71,100,12.90322581,90
13027,3300000,460000,90,0,High Volume,0,462,59.71428571,100,13.93939394,50
13028,6100000,1240000,80,0,Unstable,2,535,61.71428571,100,20.32786885,70
13029,4300000,150000,70,0,Low Volume,0,452,50.57142857,100,3.488372093,50
13030,5700000,1060000,85,1,Unstable,1,683,63.57142857,80,18.59649123,90
13031,3500000,290000,90,0,Low Volume,1,586,60.28571429,100,8.285714286,90
13032,7100000,1330000,70,0,High Volume,1,756,58.57142857,100,18.73239437,90
13033,3500000,2050000,80,0,Low Volume,1,711,54.28571429,100,58.57142857,90
13034,6200000,950000,100,0,Low Volume,2,776,74,100,15.32258065,70
13035,3500000,850000,100,3,Low Volume,1,371,66.28571429,40,24.28571429,90
13036,8600000,2390000,95,0,Unstable,2,757,77.85714286,100,27.79069767,70
13037,4900000,200000,100,0,Unstable,1,727,70.28571429,100,4.081632653,90
13038,9000000,320000,70,0,Low Volume,1,777,64,100,3.555555556,90
13039,3900000,650000,90,0,Unstable,0,781,61.42857143,100,16.66666667,50
13040,4400000,1960000,100,0,High Volume,0,752,68.85714286,100,44.54545455,50
13041,7200000,1150000,65,0,Unstable,2,472,55.85714286,100,15.97222222,70
13042,3300000,960000,75,0,Low Volume,0,668,50.71428571,100,29.09090909,50
13043,4100000,220000,100,0,Low Volume,2,555,68,100,5.365853659,70
13044,5800000,1620000,65,3,High Volume,2,495,51.85714286,40,27.93103448,70
13045,3700000,1980000,60,0,Low Volume,0,500,42.85714286,100,53.51351351,50
13046,5800000,610000,100,0,Low Volume,1,734,72.85714286,100,10.51724138,90
13047,5300000,1080000,100,0,Low Volume,1,570,71.42857143,100,20.37735849,90
13048,3200000,570000,85,0,Low Volume,2,519,56.42857143,100,17.8125,70
13049,6700000,420000,80,0,Low Volume,1,657,63.42857143,100,6.268656716,90
13050,3400000,1690000,75,0,Unstable,1,560,51,100,49.70588235,90
13051,6300000,270000,85,0,Low Volume,1,670,65.28571429,100,4.285714286,90
13052,5200000,310000,100,0,Low Volume,2,850,71.14285714,100,5.961538462,70
13053,4400000,710000,85,0,High Volume,2,738,59.85714286,100,16.13636364,70
13054,3600000,560000,100,0,High Volume,2,762,66.57142857,100,15.55555556,70
13055,5500000,1460000,65,0,High Volume,0,588,51,100,26.54545455,50
13056,3800000,860000,80,0,High Volume,2,537,55.14285714,100,22.63157895,70
13057,7200000,830000,75,0,Low Volume,2,664,61.85714286,100,11.52777778,70
13058,7300000,920000,65,0,Low Volume,0,800,56.14285714,100,12.60273973,50
13059,8200000,680000,80,0,High Volume,0,710,67.71428571,100,8.292682927,50
13060,5400000,430000,85,0,Unstable,2,740,62.71428571,100,7.962962963,70
13061,4400000,1200000,90,0,High Volume,2,819,62.85714286,100,27.27272727,70
13062,4600000,950000,100,0,Low Volume,2,748,69.42857143,100,20.65217391,70
13063,4500000,240000,85,0,Low Volume,2,699,60.14285714,100,5.333333333,70
13064,5400000,1200000,95,0,Low Volume,1,611,68.71428571,100,22.22222222,90
13065,5700000,300000,80,0,High Volume,2,682,60.57142857,100,5.263157895,70
13066,7200000,1190000,100,5,Low Volume,1,448,76.85714286,0,16.52777778,90
13067,5000000,3200000,100,0,Low Volume,1,709,70.57142857,100,64,90
13068,3300000,1460000,90,0,Low Volume,2,501,59.71428571,100,44.24242424,70
13069,4400000,1120000,65,0,Low Volume,0,538,47.85714286,100,25.45454545,50
13070,8000000,1080000,70,0,Low Volume,1,722,61.14285714,100,13.5,90
13071,3100000,880000,85,0,Low Volume,1,602,56.14285714,100,28.38709677,90
13072,6200000,2650000,85,3,High Volume,2,437,65,40,42.74193548,70
13073,4400000,750000,90,0,Low Volume,2,596,62.85714286,100,17.04545455,70
13074,3800000,1160000,85,0,High Volume,1,676,58.14285714,100,30.52631579,90
13075,5600000,0,80,0,Low Volume,1,465,60.28571429,100,0,90
13076,8000000,2220000,70,0,Low Volume,2,568,61.14285714,100,27.75,70
13077,5500000,1300000,85,0,High Volume,0,764,63,100,23.63636364,50
13078,4600000,1940000,100,0,Low Volume,1,728,69.42857143,100,42.17391304,90
13079,3400000,1300000,95,0,High Volume,1,756,63,100,38.23529412,90
13080,4900000,1500000,90,0,High Volume,2,511,64.28571429,100,30.6122449,70
13081,3400000,1060000,95,0,Unstable,1,599,63,100,31.17647059,90
13082,4600000,1660000,75,0,Low Volume,1,640,54.42857143,100,36.08695652,90
13083,4900000,340000,70,0,Low Volume,2,694,52.28571429,100,6.93877551,70
13084,2500000,890000,70,0,High Volume,0,723,45.42857143,100,35.6,50
13085,7600000,250000,80,0,Low Volume,1,805,66,100,3.289473684,90
13086,3400000,1270000,75,0,Low Volume,2,561,51,100,37.35294118,70
13087,4700000,10000,100,0,High Volume,1,712,69.71428571,100,0.212765957,90
13088,5900000,1400000,75,0,Low Volume,0,762,58.14285714,100,23.72881356,50
13089,7400000,560000,70,0,Low Volume,1,648,59.42857143,100,7.567567568,90
13090,3900000,780000,100,0,High Volume,2,611,67.42857143,100,20,70
13091,2400000,230000,75,0,Unstable,0,547,48.14285714,100,9.583333333,50
13092,6900000,1940000,80,0,Unstable,0,716,64,100,28.11594203,50
13093,3400000,910000,85,0,Low Volume,2,560,57,100,26.76470588,70
13094,5600000,890000,65,0,High Volume,1,644,51.28571429,100,15.89285714,90
13095,5700000,710000,100,0,Low Volume,2,620,72.57142857,100,12.45614035,70
13096,1900000,3850000,90,0,Low Volume,1,598,55.71428571,100,100,90
13097,3100000,2400000,100,0,High Volume,2,687,65.14285714,100,77.41935484,70
13098,4400000,1990000,70,0,Low Volume,2,699,50.85714286,100,45.22727273,70
13099,2300000,1140000,80,0,Low Volume,0,743,50.85714286,100,49.56521739,50
13100,3300000,1360000,80,0,Unstable,2,424,53.71428571,100,41.21212121,70
13101,5200000,0,85,0,Unstable,2,560,62.14285714,100,0,70
13102,4900000,920000,60,0,High Volume,0,577,46.28571429,100,18.7755102,50
13103,5500000,1470000,80,0,Unstable,0,583,60,100,26.72727273,50
13104,5700000,100000,60,0,High Volume,2,717,48.57142857,100,1.754385965,70
13105,3000000,310000,85,3,Low Volume,2,466,55.85714286,40,10.33333333,70
13106,3400000,10000,50,0,High Volume,2,568,36,100,0.294117647,70
13107,6300000,590000,50,0,Low Volume,1,733,44.28571429,100,9.365079365,90
13108,7900000,1780000,90,0,Low Volume,1,767,72.85714286,100,22.53164557,90
13109,3700000,1860000,70,0,Unstable,2,580,48.85714286,100,50.27027027,70
13110,5400000,580000,65,0,Low Volume,1,447,50.71428571,100,10.74074074,90
13111,6400000,320000,100,0,Low Volume,2,838,74.57142857,100,5,70
13112,5400000,30000,85,0,Low Volume,2,705,62.71428571,100,0.555555556,70
13113,4600000,110000,95,0,Low Volume,2,684,66.42857143,100,2.391304348,70
13114,4100000,230000,80,0,Unstable,1,558,56,100,5.609756098,90
13115,9100000,640000,100,0,High Volume,1,720,82.28571429,100,7.032967033,90
13116,5100000,1010000,70,0,High Volume,1,602,52.85714286,100,19.80392157,90
13117,5600000,450000,100,0,High Volume,1,565,72.28571429,100,8.035714286,90
13118,5500000,870000,80,0,High Volume,0,585,60,100,15.81818182,50
13119,3900000,1340000,55,0,High Volume,1,480,40.42857143,100,34.35897436,90
13120,5100000,1950000,85,0,High Volume,1,696,61.85714286,100,38.23529412,90
13121,4500000,1290000,85,0,Unstable,1,514,60.14285714,100,28.66666667,90
13122,4500000,320000,65,0,Unstable,2,658,48.14285714,100,7.111111111,70
13123,5500000,1480000,65,0,Unstable,2,404,51,100,26.90909091,70
13124,3800000,850000,80,0,High Volume,1,821,55.14285714,100,22.36842105,90
13125,3500000,780000,85,0,Unstable,0,664,57.28571429,100,22.28571429,50
13126,5800000,1930000,50,0,Low Volume,0,454,42.85714286,100,33.27586207,50
13127,4300000,660000,95,0,Unstable,1,652,65.57142857,100,15.34883721,90
13128,4500000,900000,75,0,Unstable,2,507,54.14285714,100,20,70
13129,2800000,930000,60,0,Unstable,2,599,40.28571429,100,33.21428571,70
13130,6700000,960000,95,0,Unstable,1,850,72.42857143,100,14.32835821,90
13131,5900000,830000,80,0,Low Volume,0,759,61.14285714,100,14.06779661,50
13132,6200000,1270000,100,0,Low Volume,1,657,74,100,20.48387097,90
13133,5600000,570000,85,0,Low Volume,2,689,63.28571429,100,10.17857143,70
13134,3200000,3490000,80,0,High Volume,2,739,53.42857143,100,100,70
13135,5400000,240000,80,0,Low Volume,2,725,59.71428571,100,4.444444444,70
13136,4200000,1130000,85,0,Low Volume,0,730,59.28571429,100,26.9047619,50
13137,3700000,800000,75,0,High Volume,1,757,51.85714286,100,21.62162162,90
13138,5800000,860000,65,0,High Volume,1,697,51.85714286,100,14.82758621,90
13139,8200000,230000,90,0,Unstable,2,651,73.71428571,100,2.804878049,70
13140,7800000,1060000,80,0,High Volume,1,609,66.57142857,100,13.58974359,90
13141,6000000,960000,80,0,High Volume,1,642,61.42857143,100,16,90
13142,5000000,270000,95,0,High Volume,2,639,67.57142857,100,5.4,70
13143,4700000,270000,80,0,Unstable,1,608,57.71428571,100,5.744680851,90
13144,3800000,600000,80,0,Low Volume,1,688,55.14285714,100,15.78947368,90
13145,4600000,1820000,70,0,Low Volume,1,628,51.42857143,100,39.56521739,90
13146,6600000,1180000,85,0,Unstable,1,672,66.14285714,100,17.87878788,90
13147,8600000,1000000,85,0,High Volume,2,788,71.85714286,100,11.62790698,70
13148,3900000,1390000,95,0,High Volume,1,677,64.42857143,100,35.64102564,90
13149,2700000,1090000,70,0,Low Volume,0,652,46,100,40.37037037,50
13150,4300000,500000,75,0,Low Volume,1,789,53.57142857,100,11.62790698,90
13151,6600000,1730000,90,0,High Volume,2,748,69.14285714,100,26.21212121,70
13152,9300000,630000,85,0,Low Volume,0,620,73.85714286,100,6.774193548,50
13153,7400000,240000,65,0,Low Volume,1,773,56.42857143,100,3.243243243,90
13154,7400000,210000,100,0,Low Volume,2,772,77.42857143,100,2.837837838,70
13155,3900000,970000,55,0,High Volume,0,662,40.42857143,100,24.87179487,50
13156,3900000,420000,90,0,High Volume,1,850,61.42857143,100,10.76923077,90
13157,3400000,650000,60,0,Unstable,0,604,42,100,19.11764706,50
13158,4100000,500000,100,0,High Volume,1,850,68,100,12.19512195,90
13159,6600000,2070000,55,0,Unstable,1,562,48.14285714,100,31.36363636,90
13160,8100000,710000,95,0,High Volume,2,699,76.42857143,100,8.765432099,70
13161,5500000,720000,80,3,High Volume,1,684,60,40,13.09090909,90
13162,4600000,1730000,75,3,Low Volume,2,377,54.42857143,40,37.60869565,70
13163,3600000,1170000,85,0,Low Volume,0,809,57.57142857,100,32.5,50
13164,4800000,750000,90,3,High Volume,0,664,64,40,15.625,50
13165,5300000,70000,65,0,Low Volume,2,654,50.42857143,100,1.320754717,70
13166,3200000,1250000,70,0,High Volume,0,732,47.42857143,100,39.0625,50
13167,6600000,1610000,90,1,High Volume,2,725,69.14285714,80,24.39393939,70
13168,4400000,1440000,55,0,Unstable,1,435,41.85714286,100,32.72727273,90
13169,6500000,600000,70,0,Unstable,2,522,56.85714286,100,9.230769231,70
13170,5000000,790000,100,0,Low Volume,2,728,70.57142857,100,15.8,70
13171,5500000,500000,65,0,Low Volume,2,654,51,100,9.090909091,70
13172,4100000,2090000,95,0,High Volume,2,810,65,100,50.97560976,70
13173,4500000,680000,70,2,Low Volume,2,568,51.14285714,60,15.11111111,70
13174,6100000,830000,90,4,Low Volume,2,360,67.71428571,20,13.60655738,70
13175,4800000,500000,90,0,Unstable,0,554,64,100,10.41666667,50
13176,3600000,1150000,95,0,Unstable,2,690,63.57142857,100,31.94444444,70
13177,5200000,1010000,75,1,High Volume,1,469,56.14285714,80,19.42307692,90
13178,5600000,1450000,100,0,High Volume,2,581,72.28571429,100,25.89285714,70
13179,7500000,2040000,70,1,Low Volume,1,578,59.71428571,80,27.2,90
13180,7100000,1070000,85,0,High Volume,0,778,67.57142857,100,15.07042254,50
13181,4900000,0,85,0,Low Volume,1,688,61.28571429,100,0,90
13182,4200000,1420000,65,0,High Volume,1,708,47.28571429,100,33.80952381,90
13183,4700000,640000,75,2,Low Volume,1,575,54.71428571,60,13.61702128,90
13184,4300000,940000,80,0,Unstable,1,611,56.57142857,100,21.86046512,90
13185,5800000,760000,75,0,High Volume,2,621,57.85714286,100,13.10344828,70
13186,6800000,570000,100,0,High Volume,1,850,75.71428571,100,8.382352941,90
13187,7300000,790000,65,0,Unstable,0,445,56.14285714,100,10.82191781,50
13188,4400000,1870000,100,0,Low Volume,2,646,68.85714286,100,42.5,70
13189,4300000,1900000,95,0,Low Volume,1,797,65.57142857,100,44.18604651,90
13190,4400000,3060000,80,0,Unstable,2,476,56.85714286,100,69.54545455,70
13191,2800000,1090000,65,0,Unstable,2,389,43.28571429,100,38.92857143,70
13192,3500000,1050000,70,0,High Volume,2,436,48.28571429,100,30,70
13193,4900000,2410000,70,0,Low Volume,2,672,52.28571429,100,49.18367347,70
13194,5600000,820000,55,3,High Volume,1,592,45.28571429,40,14.64285714,90
13195,5800000,570000,65,0,Low Volume,2,605,51.85714286,100,9.827586207,70
13196,4000000,720000,60,0,High Volume,1,540,43.71428571,100,18,90
13197,4300000,1740000,100,1,Low Volume,2,606,68.57142857,80,40.46511628,70
13198,4600000,980000,90,0,Unstable,0,715,63.42857143,100,21.30434783,50
13199,4500000,1810000,90,0,Low Volume,1,550,63.14285714,100,40.22222222,90
13200,6100000,1250000,90,0,Unstable,2,736,67.71428571,100,20.49180328,70
13201,3400000,0,85,0,Low Volume,1,532,57,100,0,90
13202,3500000,1910000,100,0,Low Volume,1,564,66.28571429,100,54.57142857,90
13203,4600000,800000,70,0,Unstable,2,597,51.42857143,100,17.39130435,70
13204,3300000,990000,80,2,Low Volume,2,631,53.71428571,60,30,70
13205,2800000,540000,90,0,High Volume,2,842,58.28571429,100,19.28571429,70
13206,3200000,590000,60,0,Low Volume,1,732,41.42857143,100,18.4375,90
13207,4600000,970000,100,0,High Volume,0,850,69.42857143,100,21.08695652,50
13208,6000000,310000,80,0,Low Volume,1,718,61.42857143,100,5.166666667,90
13209,6100000,660000,80,0,Low Volume,1,633,61.71428571,100,10.81967213,90
13210,8100000,1410000,100,0,High Volume,0,837,79.42857143,100,17.40740741,50
13211,5200000,2100000,95,0,Low Volume,0,777,68.14285714,100,40.38461538,50
13212,5400000,820000,80,0,Low Volume,2,755,59.71428571,100,15.18518519,70
13213,4600000,1180000,80,0,High Volume,0,714,57.42857143,100,25.65217391,50
13214,4700000,940000,55,0,High Volume,1,798,42.71428571,100,20,90
13215,9300000,1000000,70,0,Low Volume,1,725,64.85714286,100,10.75268817,90
13216,5400000,2280000,90,0,High Volume,0,658,65.71428571,100,42.22222222,50
13217,5600000,910000,85,0,Unstable,0,669,63.28571429,100,16.25,50
13218,3500000,0,100,0,Low Volume,1,780,66.28571429,100,0,90
13219,5700000,660000,80,0,High Volume,1,810,60.57142857,100,11.57894737,90
13220,6100000,450000,60,0,High Volume,1,675,49.71428571,100,7.37704918,90
13221,7000000,110000,95,0,Low Volume,1,829,73.28571429,100,1.571428571,90
13222,6000000,2020000,100,0,Low Volume,2,772,73.42857143,100,33.66666667,70
13223,4800000,2210000,95,1,Low Volume,2,629,67,80,46.04166667,70
13224,4800000,1620000,80,0,High Volume,2,595,58,100,33.75,70
13225,4900000,1640000,95,0,Low Volume,2,795,67.28571429,100,33.46938776,70
13226,5200000,520000,100,0,Unstable,0,510,71.14285714,100,10,50
13227,7300000,560000,80,0,High Volume,1,638,65.14285714,100,7.671232877,90
13228,6900000,3430000,60,0,Low Volume,2,612,52,100,49.71014493,70
13229,6300000,1190000,70,0,High Volume,0,397,56.28571429,100,18.88888889,50
13230,9200000,1340000,90,0,Unstable,1,831,76.57142857,100,14.56521739,90
13231,2300000,840000,55,0,Low Volume,0,551,35.85714286,100,36.52173913,50
13232,4400000,30000,85,0,Low Volume,2,835,59.85714286,100,0.681818182,70
13233,5000000,0,85,0,High Volume,1,850,61.57142857,100,0,90
13234,4100000,1520000,100,1,Low Volume,1,633,68,80,37.07317073,90
13235,3800000,920000,100,0,Low Volume,2,820,67.14285714,100,24.21052632,70
